"","Rank","feature","Top50"
"2891",98,0,0
"2892",99,0,0
"2893",100,0,0
"2894",1,0,1
"2895",2,0,1
"2896",3,0,1
"2897",4,0,1
"2898",5,0,1
"2899",6,0,1
"2900",8,0,1
"2901",10,0,1
"2902",11,0,1
"2903",12,0,1
"2904",13,0,1
"2905",14,0,1
"2906",16,0,1
"2907",18,0,1
"2908",19,0,1
"2909",20,0,1
"2910",21,0,1
"2911",22,0,1
"2912",23,0,1
"2913",24,0,1
"2914",25,0,1
"2915",26,0,1
"2916",27,0,1
"2917",28,0,1
"2918",30,0,1
"2919",31,0,1
"2920",32,0,1
"2921",33,1,1
"2922",34,1,1
"2923",35,1,1
"2924",36,0,1
"2925",37,0,1
"2926",39,0,1
"2927",40,0,1
"2928",41,0,1
"2929",42,1,1
"2930",43,0,1
"2931",44,0,1
"2932",45,0,1
"2933",47,0,1
"2934",48,1,1
"2935",49,0,1
"2936",50,0,1
"2937",51,0,0
"2938",52,0,0
"2939",53,0,0
"2940",54,0,0
"2941",55,0,0
"2942",56,0,0
"2943",57,0,0
"2944",58,0,0
"2945",59,0,0
"2946",60,0,0
"2947",61,0,0
"2948",62,0,0
"2949",63,1,0
"2950",66,0,0
"2951",67,0,0
"2952",68,0,0
"2953",69,0,0
"2954",70,0,0
"2955",71,0,0
"2956",72,0,0
"2957",73,1,0
"2958",75,0,0
"2959",76,0,0
"2960",77,1,0
"2961",78,0,0
"2962",79,0,0
"2963",80,0,0
"2964",81,0,0
"2965",82,0,0
"2966",83,0,0
"2967",84,0,0
"2968",85,0,0
"2969",86,0,0
"2970",87,0,0
"2971",88,0,0
"2972",89,1,0
"2973",90,1,0
"2974",91,1,0
"2975",92,0,0
"2976",93,0,0
"2977",94,0,0
"2978",95,0,0
"2979",96,0,0
"2980",97,0,0
"2981",98,0,0
"2982",99,0,0
"2983",100,0,0
"2984",3,1,1
"2985",4,0,1
"2986",5,1,1
"2987",6,0,1
"2988",7,0,1
"2989",8,0,1
"2990",9,0,1
"2991",10,0,1
"2992",11,0,1
"2993",12,0,1
"2994",13,0,1
"2995",14,0,1
"2996",15,0,1
"2997",16,0,1
"2998",17,0,1
"2999",18,0,1
"3000",19,1,1
"3001",20,1,1
"3002",21,0,1
"3003",22,0,1
"3004",23,1,1
"3005",25,0,1
"3006",26,0,1
"3007",27,0,1
"3008",28,0,1
"3009",29,0,1
"3010",30,0,1
"3011",31,0,1
"3012",32,0,1
"3013",33,0,1
"3014",34,0,1
"3015",35,0,1
"3016",36,0,1
"3017",37,0,1
"3018",38,0,1
"3019",39,0,1
"3020",40,0,1
"3021",41,0,1
"3022",42,0,1
"3023",43,1,1
"3024",44,0,1
"3025",45,0,1
"3026",46,1,1
"3027",48,0,1
"3028",49,0,1
"3029",50,0,1
"3030",51,1,0
"3031",52,0,0
"3032",53,0,0
"3033",54,1,0
"3034",55,0,0
"3035",56,0,0
"3036",57,0,0
"3037",58,1,0
"3038",60,0,0
"3039",61,0,0
"3040",62,0,0
"3041",63,0,0
"3042",64,0,0
"3043",65,0,0
"3044",66,1,0
"3045",67,0,0
"3046",69,0,0
"3047",70,0,0
"3048",71,0,0
"3049",72,0,0
"3050",73,0,0
"3051",74,0,0
"3052",75,1,0
"3053",76,0,0
"3054",77,0,0
"3055",78,0,0
"3056",79,0,0
"3057",80,1,0
"3058",81,0,0
"3059",82,0,0
"3060",83,0,0
"3061",84,0,0
"3062",85,0,0
"3063",86,1,0
"3064",87,0,0
"3065",88,0,0
"3066",89,0,0
"3067",90,0,0
"3068",91,0,0
"3069",92,0,0
"3070",93,0,0
"3071",94,0,0
"3072",96,0,0
"3073",97,0,0
"3074",99,0,0
"3075",100,0,0
"3076",1,0,1
"3077",2,0,1
"3078",3,0,1
"3079",4,0,1
"3080",5,0,1
"3081",6,0,1
"3082",8,0,1
"3083",9,0,1
"3084",10,0,1
"3085",11,0,1
"3086",12,0,1
"3087",13,0,1
"3088",14,0,1
"3089",15,0,1
"3090",16,0,1
"3091",17,0,1
"3092",18,0,1
"3093",19,1,1
"3094",20,0,1
"3095",21,0,1
"3096",22,0,1
"3097",23,0,1
"3098",25,0,1
"3099",26,0,1
"3100",27,1,1
"3101",28,0,1
"3102",29,0,1
"3103",30,0,1
"3104",31,1,1
"3105",32,0,1
"3106",33,0,1
"3107",34,0,1
"3108",35,0,1
"3109",36,0,1
"3110",37,0,1
"3111",38,0,1
"3112",39,0,1
"3113",40,1,1
"3114",41,1,1
"3115",42,0,1
"3116",43,1,1
"3117",44,1,1
"3118",45,0,1
"3119",46,0,1
"3120",49,0,1
"3121",50,0,1
"3122",51,0,0
"3123",53,0,0
"3124",54,1,0
"3125",55,0,0
"3126",56,0,0
"3127",57,0,0
"3128",58,0,0
"3129",59,1,0
"3130",60,0,0
"3131",61,0,0
"3132",62,0,0
"3133",63,0,0
"3134",64,0,0
"3135",65,0,0
"3136",66,0,0
"3137",67,1,0
"3138",68,1,0
"3139",69,0,0
"3140",70,1,0
"3141",71,1,0
"3142",72,1,0
"3143",73,0,0
"3144",74,0,0
"3145",75,0,0
"3146",76,0,0
"3147",77,0,0
"3148",78,1,0
"3149",79,0,0
"3150",80,0,0
"3151",81,0,0
"3152",82,0,0
"3153",83,0,0
"3154",84,1,0
"3155",85,1,0
"3156",86,0,0
"3157",88,0,0
"3158",89,1,0
"3159",90,1,0
"3160",91,0,0
"3161",92,1,0
"3162",93,1,0
"3163",94,0,0
"3164",95,0,0
"3165",96,0,0
"3166",97,0,0
"3167",98,0,0
"3168",99,0,0
"3169",100,0,0
"3170",1,0,1
"3171",2,0,1
"3172",3,0,1
"3173",4,1,1
"3174",5,0,1
"3175",6,0,1
"3176",7,0,1
"3177",8,0,1
"3178",9,0,1
"3179",10,0,1
"3180",11,0,1
"3181",12,0,1
"3182",13,0,1
"3183",14,0,1
"3184",15,0,1
"3185",16,0,1
"3186",17,0,1
"3187",18,0,1
"3188",19,1,1
"3189",20,0,1
"3190",21,0,1
"3191",23,0,1
"3192",24,0,1
"3193",25,0,1
"3194",26,0,1
"3195",27,1,1
"3196",28,0,1
"3197",29,0,1
"3198",30,0,1
"3199",31,0,1
"3200",32,0,1
"3201",33,1,1
"3202",34,0,1
"3203",35,1,1
"3204",36,0,1
"3205",37,0,1
"3206",38,0,1
"3207",39,1,1
"3208",40,0,1
"3209",41,0,1
"3210",42,0,1
"3211",43,0,1
"3212",44,0,1
"3213",45,0,1
"3214",46,0,1
"3215",47,1,1
"3216",49,0,1
"3217",50,0,1
"3218",51,0,0
"3219",52,0,0
"3220",53,0,0
"3221",54,0,0
"3222",55,1,0
"3223",56,0,0
"3224",57,0,0
"3225",58,0,0
"3226",59,0,0
"3227",60,1,0
"3228",61,0,0
"3229",62,0,0
"3230",63,0,0
"3231",64,0,0
"3232",65,1,0
"3233",66,0,0
"3234",67,0,0
"3235",68,0,0
"3236",69,0,0
"3237",70,0,0
"3238",71,0,0
"3239",72,0,0
"3240",73,0,0
"3241",74,1,0
"3242",75,1,0
"3243",76,0,0
"3244",77,0,0
"3245",78,0,0
"3246",79,0,0
"3247",80,0,0
"3248",81,1,0
"3249",82,0,0
"3250",83,0,0
"3251",84,0,0
"3252",85,0,0
"3253",86,0,0
"3254",87,0,0
"3255",88,0,0
"3256",89,0,0
"3257",90,1,0
"3258",91,1,0
"3259",92,0,0
"3260",94,0,0
"3261",95,1,0
"3262",96,0,0
"3263",97,0,0
"3264",98,0,0
"3265",99,0,0
"3266",100,0,0
"3267",1,0,1
"3268",2,1,1
"3269",3,1,1
"3270",4,0,1
"3271",5,0,1
"3272",6,0,1
"3273",7,0,1
"3274",8,0,1
"3275",9,0,1
"3276",10,0,1
"3277",11,0,1
"3278",12,0,1
"3279",13,0,1
"3280",14,0,1
"3281",15,0,1
"3282",16,0,1
"3283",17,0,1
"3284",18,0,1
"3285",19,0,1
"3286",20,0,1
"3287",22,0,1
"3288",23,0,1
"3289",24,0,1
"3290",25,0,1
"3291",26,0,1
"3292",27,0,1
"3293",28,0,1
"3294",29,0,1
"3295",30,0,1
"3296",31,0,1
"3297",32,1,1
"3298",33,0,1
"3299",34,0,1
"3300",35,0,1
"3301",36,0,1
"3302",37,0,1
"3303",38,0,1
"3304",39,0,1
"3305",40,0,1
"3306",41,0,1
"3307",42,0,1
"3308",43,0,1
"3309",44,0,1
"3310",45,1,1
"3311",46,0,1
"3312",47,0,1
"3313",48,0,1
"3314",49,0,1
"3315",50,1,1
"3316",51,0,0
"3317",52,0,0
"3318",53,0,0
"3319",54,0,0
"3320",55,0,0
"3321",56,0,0
"3322",57,0,0
"3323",58,0,0
"3324",59,0,0
"3325",60,1,0
"3326",61,0,0
"3327",62,0,0
"3328",63,0,0
"3329",64,0,0
"3330",65,0,0
"3331",66,1,0
"3332",67,0,0
"3333",68,0,0
"3334",69,0,0
"3335",70,0,0
"3336",71,0,0
"3337",72,0,0
"3338",73,1,0
"3339",74,0,0
"3340",75,0,0
"3341",76,1,0
"3342",77,0,0
"3343",78,0,0
"3344",79,0,0
"3345",80,0,0
"3346",81,0,0
"3347",82,0,0
"3348",83,0,0
"3349",84,0,0
"3350",85,1,0
"3351",86,0,0
"3352",87,0,0
"3353",88,0,0
"3354",89,0,0
"3355",90,0,0
"3356",91,0,0
"3357",92,0,0
"3358",93,0,0
"3359",94,1,0
"3360",95,0,0
"3361",96,0,0
"3362",97,0,0
"3363",98,0,0
"3364",99,0,0
"3365",100,0,0
"3366",1,0,1
"3367",2,0,1
"3368",3,0,1
"3369",4,0,1
"3370",5,1,1
"3371",6,0,1
"3372",7,1,1
"3373",8,0,1
"3374",9,0,1
"3375",10,0,1
"3376",11,0,1
"3377",12,1,1
"3378",13,1,1
"3379",14,0,1
"3380",15,0,1
"3381",16,1,1
"3382",17,0,1
"3383",18,1,1
"3384",19,0,1
"3385",20,0,1
"3386",21,0,1
"3387",22,0,1
"3388",23,0,1
"3389",25,0,1
"3390",26,0,1
"3391",27,0,1
"3392",28,0,1
"3393",29,0,1
"3394",30,1,1
"3395",31,0,1
"3396",32,0,1
"3397",33,1,1
"3398",34,0,1
"3399",35,0,1
"3400",37,0,1
"3401",38,0,1
"3402",39,0,1
"3403",40,0,1
"3404",41,0,1
"3405",42,0,1
"3406",43,0,1
"3407",44,0,1
"3408",45,1,1
"3409",46,0,1
"3410",48,0,1
"3411",49,0,1
"3412",50,0,1
"3413",51,0,0
"3414",52,0,0
"3415",53,1,0
"3416",54,0,0
"3417",55,0,0
"3418",56,0,0
"3419",57,1,0
"3420",58,1,0
"3421",59,0,0
"3422",60,0,0
"3423",61,0,0
"3424",62,0,0
"3425",63,0,0
"3426",64,0,0
"3427",65,0,0
"3428",66,0,0
"3429",67,0,0
"3430",68,0,0
"3431",69,0,0
"3432",70,0,0
"3433",71,0,0
"3434",72,0,0
"3435",73,0,0
"3436",74,0,0
"3437",75,0,0
"3438",76,0,0
"3439",77,0,0
"3440",78,0,0
"3441",79,1,0
"3442",80,1,0
"3443",81,1,0
"3444",82,0,0
"3445",83,1,0
"3446",84,0,0
"3447",85,0,0
"3448",86,0,0
"3449",87,0,0
"3450",88,0,0
"3451",89,0,0
"3452",90,0,0
"3453",91,0,0
"3454",92,0,0
"3455",93,0,0
"3456",94,0,0
"3457",95,0,0
"3458",96,0,0
"3459",97,0,0
"3460",98,0,0
"3461",99,0,0
"3462",100,0,0
"3463",1,0,1
"3464",2,0,1
"3465",3,0,1
"3466",4,1,1
"3467",5,0,1
"3468",6,0,1
"3469",7,0,1
"3470",8,1,1
"3471",9,0,1
"3472",10,0,1
"3473",11,0,1
"3474",12,1,1
"3475",13,1,1
"3476",14,0,1
"3477",15,1,1
"3478",16,0,1
"3479",17,0,1
"3480",18,1,1
"3481",19,1,1
"3482",20,0,1
"3483",21,0,1
"3484",22,0,1
"3485",23,0,1
"3486",24,0,1
"3487",25,1,1
"3488",26,0,1
"3489",27,0,1
"3490",28,0,1
"3491",29,1,1
"3492",30,1,1
"3493",31,1,1
"3494",32,1,1
"3495",33,1,1
"3496",34,0,1
"3497",35,0,1
"3498",36,0,1
"3499",37,0,1
"3500",38,1,1
"3501",39,0,1
"3502",40,1,1
"3503",41,0,1
"3504",42,0,1
"3505",43,0,1
"3506",44,1,1
"3507",45,0,1
"3508",46,0,1
"3509",47,0,1
"3510",48,0,1
"3511",49,0,1
"3512",50,0,1
"3513",51,0,0
"3514",52,0,0
"3515",53,1,0
"3516",54,0,0
"3517",55,1,0
"3518",56,0,0
"3519",57,0,0
"3520",58,0,0
"3521",59,0,0
"3522",60,0,0
"3523",61,0,0
"3524",62,1,0
"3525",63,0,0
"3526",64,0,0
"3527",65,0,0
"3528",66,0,0
"3529",67,1,0
"3530",68,0,0
"3531",69,1,0
"3532",70,1,0
"3533",71,1,0
"3534",72,1,0
"3535",73,0,0
"3536",74,0,0
"3537",75,0,0
"3538",76,1,0
"3539",78,0,0
"3540",79,0,0
"3541",80,0,0
"3542",81,0,0
"3543",82,0,0
"3544",83,1,0
"3545",84,0,0
"3546",85,0,0
"3547",86,0,0
"3548",87,0,0
"3549",88,1,0
"3550",89,0,0
"3551",90,0,0
"3552",91,0,0
"3553",92,0,0
"3554",93,0,0
"3555",94,0,0
"3556",95,0,0
"3557",96,0,0
"3558",97,0,0
"3559",98,0,0
"3560",99,0,0
"3561",100,0,0
"3562",1,0,1
"3563",2,0,1
"3564",3,0,1
"3565",4,1,1
"3566",5,0,1
"3567",6,0,1
"3568",7,0,1
"3569",8,0,1
"3570",9,1,1
"3571",10,1,1
"3572",11,1,1
"3573",12,1,1
"3574",13,0,1
"3575",14,1,1
"3576",15,1,1
"3577",16,0,1
"3578",17,1,1
"3579",18,0,1
"3580",19,1,1
"3581",20,1,1
"3582",21,0,1
"3583",22,0,1
"3584",23,1,1
"3585",24,1,1
"3586",25,1,1
"3587",26,0,1
"3588",27,1,1
"3589",28,0,1
"3590",29,0,1
"3591",30,0,1
"3592",31,0,1
"3593",32,0,1
"3594",33,0,1
"3595",34,1,1
"3596",35,0,1
"3597",36,0,1
"3598",38,1,1
"3599",39,0,1
"3600",40,1,1
"3601",41,0,1
"3602",42,1,1
"3603",43,1,1
"3604",44,0,1
"3605",45,0,1
"3606",46,1,1
"3607",47,0,1
"3608",48,0,1
"3609",49,0,1
"3610",50,0,1
"3611",51,1,0
"3612",52,0,0
"3613",54,0,0
"3614",55,1,0
"3615",56,0,0
"3616",57,0,0
"3617",58,0,0
"3618",59,1,0
"3619",60,0,0
"3620",61,0,0
"3621",62,0,0
"3622",63,0,0
"3623",64,0,0
"3624",65,1,0
"3625",66,0,0
"3626",67,1,0
"3627",68,0,0
"3628",69,0,0
"3629",70,0,0
"3630",71,0,0
"3631",72,1,0
"3632",73,0,0
"3633",74,1,0
"3634",75,1,0
"3635",76,1,0
"3636",77,1,0
"3637",79,0,0
"3638",80,0,0
"3639",81,0,0
"3640",82,0,0
"3641",83,0,0
"3642",84,0,0
"3643",85,0,0
"3644",86,0,0
"3645",87,0,0
"3646",88,0,0
"3647",89,0,0
"3648",90,0,0
"3649",91,0,0
"3650",92,0,0
"3651",93,0,0
"3652",94,0,0
"3653",95,1,0
"3654",96,0,0
"3655",97,0,0
"3656",98,0,0
"3657",99,0,0
"3658",100,0,0
"3659",1,1,1
"3660",2,0,1
"3661",3,0,1
"3662",4,0,1
"3663",5,1,1
"3664",6,0,1
"3665",7,1,1
"3666",8,0,1
"3667",9,1,1
"3668",10,0,1
"3669",11,0,1
"3670",12,0,1
"3671",13,1,1
"3672",14,0,1
"3673",15,0,1
"3674",16,1,1
"3675",17,0,1
"3676",18,0,1
"3677",19,0,1
"3678",20,1,1
"3679",21,0,1
"3680",22,0,1
"3681",23,0,1
"3682",24,0,1
"3683",25,1,1
"3684",26,0,1
"3685",27,0,1
"3686",28,0,1
"3687",29,0,1
"3688",30,1,1
"3689",31,0,1
"3690",32,1,1
"3691",33,0,1
"3692",34,1,1
"3693",35,0,1
"3694",36,0,1
"3695",37,0,1
"3696",38,0,1
"3697",39,0,1
"3698",40,0,1
"3699",41,0,1
"3700",42,0,1
"3701",43,0,1
"3702",44,1,1
"3703",45,1,1
"3704",46,1,1
"3705",47,1,1
"3706",48,0,1
"3707",49,1,1
"3708",50,0,1
"3709",51,0,0
"3710",52,1,0
"3711",53,0,0
"3712",54,0,0
"3713",55,0,0
"3714",56,0,0
"3715",57,0,0
"3716",58,0,0
"3717",59,0,0
"3718",60,1,0
"3719",61,0,0
"3720",62,0,0
"3721",64,1,0
"3722",65,0,0
"3723",66,0,0
"3724",67,0,0
"3725",68,1,0
"3726",69,1,0
"3727",70,1,0
"3728",71,1,0
"3729",72,0,0
"3730",73,0,0
"3731",74,0,0
"3732",76,0,0
"3733",77,0,0
"3734",78,0,0
"3735",79,0,0
"3736",80,1,0
"3737",81,0,0
"3738",82,0,0
"3739",83,0,0
"3740",84,1,0
"3741",85,0,0
"3742",86,1,0
"3743",87,1,0
"3744",88,0,0
"3745",89,1,0
"3746",90,0,0
"3747",91,0,0
"3748",92,0,0
"3749",93,0,0
"3750",94,0,0
"3751",95,0,0
"3752",96,1,0
"3753",97,0,0
"3754",98,0,0
"3755",99,0,0
"3756",100,0,0
"3757",1,0,1
"3758",2,0,1
"3759",3,0,1
"3760",4,0,1
"3761",5,0,1
"3762",6,1,1
"3763",7,0,1
"3764",8,1,1
"3765",9,1,1
"3766",10,0,1
"3767",11,0,1
"3768",12,0,1
"3769",13,0,1
"3770",14,1,1
"3771",15,0,1
"3772",16,0,1
"3773",17,0,1
"3774",18,0,1
"3775",19,1,1
"3776",20,0,1
"3777",21,1,1
"3778",22,0,1
"3779",23,1,1
"3780",24,1,1
"3781",25,1,1
"3782",26,1,1
"3783",27,0,1
"3784",28,0,1
"3785",29,1,1
"3786",30,1,1
"3787",31,1,1
"3788",32,0,1
"3789",33,1,1
"3790",34,0,1
"3791",35,1,1
"3792",36,0,1
"3793",37,0,1
"3794",38,0,1
"3795",39,0,1
"3796",40,0,1
"3797",41,0,1
"3798",42,1,1
"3799",43,0,1
"3800",44,0,1
"3801",45,0,1
"3802",46,0,1
"3803",47,0,1
"3804",48,1,1
"3805",49,1,1
"3806",50,1,1
"3807",51,0,0
"3808",52,1,0
"3809",53,1,0
"3810",54,0,0
"3811",55,1,0
"3812",56,0,0
"3813",57,0,0
"3814",58,0,0
"3815",59,0,0
"3816",60,1,0
"3817",61,0,0
"3818",62,1,0
"3819",63,0,0
"3820",64,0,0
"3821",65,0,0
"3822",66,0,0
"3823",67,0,0
"3824",68,0,0
"3825",69,0,0
"3826",70,0,0
"3827",71,0,0
"3828",72,0,0
"3829",73,0,0
"3830",74,0,0
"3831",75,0,0
"3832",76,0,0
"3833",77,0,0
"3834",78,1,0
"3835",79,0,0
"3836",80,0,0
"3837",81,0,0
"3838",82,0,0
"3839",83,0,0
"3840",84,0,0
"3841",85,1,0
"3842",86,0,0
"3843",87,0,0
"3844",88,0,0
"3845",89,0,0
"3846",90,0,0
"3847",91,0,0
"3848",92,0,0
"3849",94,1,0
"3850",96,0,0
"3851",97,1,0
"3852",98,0,0
"3853",99,0,0
"3854",100,1,0
"3855",1,0,1
"3856",2,0,1
"3857",3,1,1
"3858",4,0,1
"3859",5,1,1
"3860",6,0,1
"3861",7,0,1
"3862",8,1,1
"3863",9,1,1
"3864",10,1,1
"3865",11,0,1
"3866",12,0,1
"3867",13,0,1
"3868",14,0,1
"3869",15,1,1
"3870",16,1,1
"3871",17,0,1
"3872",18,1,1
"3873",19,0,1
"3874",20,0,1
"3875",22,0,1
"3876",23,0,1
"3877",24,1,1
"3878",25,0,1
"3879",26,0,1
"3880",27,0,1
"3881",28,0,1
"3882",29,0,1
"3883",30,0,1
"3884",31,0,1
"3885",32,0,1
"3886",33,0,1
"3887",34,1,1
"3888",35,1,1
"3889",36,1,1
"3890",37,1,1
"3891",38,0,1
"3892",39,0,1
"3893",40,0,1
"3894",42,0,1
"3895",43,1,1
"3896",44,0,1
"3897",45,0,1
"3898",46,0,1
"3899",47,0,1
"3900",49,0,1
"3901",50,0,1
"3902",51,0,0
"3903",52,1,0
"3904",53,0,0
"3905",54,0,0
"3906",55,1,0
"3907",56,1,0
"3908",57,0,0
"3909",58,0,0
"3910",59,1,0
"3911",60,1,0
"3912",61,1,0
"3913",62,1,0
"3914",63,1,0
"3915",64,1,0
"3916",65,0,0
"3917",66,1,0
"3918",67,0,0
"3919",68,0,0
"3920",69,1,0
"3921",70,0,0
"3922",71,1,0
"3923",72,0,0
"3924",73,0,0
"3925",74,0,0
"3926",75,1,0
"3927",76,0,0
"3928",77,0,0
"3929",78,0,0
"3930",79,1,0
"3931",80,1,0
"3932",81,0,0
"3933",82,0,0
"3934",83,0,0
"3935",84,1,0
"3936",85,1,0
"3937",86,0,0
"3938",87,0,0
"3939",88,1,0
"3940",89,0,0
"3941",90,0,0
"3942",91,0,0
"3943",92,1,0
"3944",93,0,0
"3945",94,0,0
"3946",95,0,0
"3947",96,0,0
"3948",97,0,0
"3949",99,0,0
"3950",100,0,0
"3951",1,0,1
"3952",2,1,1
"3953",3,1,1
"3954",4,0,1
"3955",6,0,1
"3956",7,0,1
"3957",8,1,1
"3958",9,0,1
"3959",10,1,1
"3960",11,0,1
"3961",12,0,1
"3962",13,0,1
"3963",14,0,1
"3964",15,1,1
"3965",16,0,1
"3966",17,0,1
"3967",18,1,1
"3968",19,1,1
"3969",21,1,1
"3970",22,0,1
"3971",23,1,1
"3972",24,0,1
"3973",25,0,1
"3974",26,1,1
"3975",27,0,1
"3976",28,0,1
"3977",29,0,1
"3978",30,0,1
"3979",31,0,1
"3980",32,0,1
"3981",34,0,1
"3982",35,1,1
"3983",36,0,1
"3984",37,0,1
"3985",38,0,1
"3986",39,0,1
"3987",40,1,1
"3988",41,0,1
"3989",42,1,1
"3990",43,1,1
"3991",44,1,1
"3992",45,1,1
"3993",46,0,1
"3994",47,0,1
"3995",48,0,1
"3996",49,1,1
"3997",50,0,1
"3998",51,0,0
"3999",52,0,0
"4000",53,0,0
"4001",54,1,0
"4002",55,0,0
"4003",56,0,0
"4004",57,0,0
"4005",59,0,0
"4006",60,1,0
"4007",61,0,0
"4008",62,1,0
"4009",63,0,0
"4010",64,0,0
"4011",65,1,0
"4012",66,1,0
"4013",67,0,0
"4014",68,0,0
"4015",69,0,0
"4016",70,0,0
"4017",71,0,0
"4018",72,0,0
"4019",73,1,0
"4020",74,0,0
"4021",76,0,0
"4022",77,0,0
"4023",78,0,0
"4024",79,1,0
"4025",80,1,0
"4026",81,0,0
"4027",82,0,0
"4028",83,0,0
"4029",84,1,0
"4030",85,1,0
"4031",86,0,0
"4032",87,1,0
"4033",88,1,0
"4034",89,0,0
"4035",90,0,0
"4036",91,0,0
"4037",92,1,0
"4038",93,1,0
"4039",94,0,0
"4040",95,0,0
"4041",96,0,0
"4042",97,0,0
"4043",98,0,0
"4044",99,1,0
"4045",100,1,0
"4046",1,1,1
"4047",2,0,1
"4048",3,0,1
"4049",4,1,1
"4050",5,1,1
"4051",6,0,1
"4052",7,0,1
"4053",8,1,1
"4054",9,0,1
"4055",10,0,1
"4056",11,1,1
"4057",12,0,1
"4058",13,0,1
"4059",14,0,1
"4060",15,0,1
"4061",16,0,1
"4062",17,0,1
"4063",18,0,1
"4064",19,1,1
"4065",20,0,1
"4066",21,0,1
"4067",22,0,1
"4068",23,1,1
"4069",24,0,1
"4070",25,0,1
"4071",26,0,1
"4072",27,0,1
"4073",28,0,1
"4074",29,1,1
"4075",30,0,1
"4076",31,0,1
"4077",32,0,1
"4078",33,0,1
"4079",34,0,1
"4080",35,0,1
"4081",36,0,1
"4082",37,1,1
"4083",38,1,1
"4084",39,1,1
"4085",40,1,1
"4086",41,0,1
"4087",42,0,1
"4088",43,0,1
"4089",44,0,1
"4090",45,1,1
"4091",47,0,1
"4092",48,0,1
"4093",49,0,1
"4094",50,0,1
"4095",51,1,0
"4096",52,0,0
"4097",53,0,0
"4098",55,0,0
"4099",56,1,0
"4100",57,0,0
"4101",58,0,0
"4102",59,1,0
"4103",60,0,0
"4104",61,0,0
"4105",62,1,0
"4106",63,1,0
"4107",64,0,0
"4108",65,1,0
"4109",66,1,0
"4110",67,0,0
"4111",68,1,0
"4112",69,0,0
"4113",70,0,0
"4114",71,1,0
"4115",72,1,0
"4116",73,1,0
"4117",74,0,0
"4118",76,0,0
"4119",77,1,0
"4120",78,0,0
"4121",79,1,0
"4122",80,0,0
"4123",81,0,0
"4124",82,0,0
"4125",83,0,0
"4126",84,1,0
"4127",85,0,0
"4128",86,0,0
"4129",87,0,0
"4130",88,1,0
"4131",89,0,0
"4132",90,1,0
"4133",91,1,0
"4134",92,0,0
"4135",93,0,0
"4136",94,0,0
"4137",95,0,0
"4138",96,1,0
"4139",97,0,0
"4140",98,1,0
"4141",99,0,0
"4142",100,1,0
"4143",1,0,1
"4144",2,0,1
"4145",3,1,1
"4146",4,0,1
"4147",5,0,1
"4148",6,0,1
"4149",7,0,1
"4150",8,0,1
"4151",9,0,1
"4152",11,0,1
"4153",12,1,1
"4154",13,0,1
"4155",14,0,1
"4156",15,1,1
"4157",16,1,1
"4158",17,0,1
"4159",18,1,1
"4160",19,1,1
"4161",20,1,1
"4162",21,0,1
"4163",22,0,1
"4164",23,0,1
"4165",24,0,1
"4166",25,0,1
"4167",26,0,1
"4168",27,0,1
"4169",28,0,1
"4170",29,0,1
"4171",30,0,1
"4172",31,1,1
"4173",32,1,1
"4174",33,0,1
"4175",34,0,1
"4176",35,0,1
"4177",36,0,1
"4178",37,0,1
"4179",38,0,1
"4180",39,0,1
"4181",40,0,1
"4182",41,0,1
"4183",42,0,1
"4184",43,1,1
"4185",44,0,1
"4186",45,0,1
"4187",46,0,1
"4188",48,0,1
"4189",49,1,1
"4190",50,0,1
"4191",51,0,0
"4192",52,0,0
"4193",53,0,0
"4194",54,1,0
"4195",55,0,0
"4196",56,0,0
"4197",57,0,0
"4198",58,1,0
"4199",59,0,0
"4200",60,0,0
"4201",61,0,0
"4202",62,0,0
"4203",63,0,0
"4204",64,0,0
"4205",65,1,0
"4206",66,0,0
"4207",67,0,0
"4208",68,0,0
"4209",69,0,0
"4210",70,0,0
"4211",71,1,0
"4212",72,0,0
"4213",73,0,0
"4214",74,0,0
"4215",75,0,0
"4216",76,0,0
"4217",77,0,0
"4218",78,0,0
"4219",79,0,0
"4220",81,0,0
"4221",82,0,0
"4222",83,0,0
"4223",84,0,0
"4224",85,0,0
"4225",86,1,0
"4226",87,0,0
"4227",88,1,0
"4228",89,0,0
"4229",90,0,0
"4230",91,0,0
"4231",92,1,0
"4232",93,0,0
"4233",94,0,0
"4234",95,0,0
"4235",96,0,0
"4236",97,1,0
"4237",98,1,0
"4238",99,0,0
"4239",100,0,0
"4240",1,0,1
"4241",2,0,1
"4242",3,0,1
"4243",4,1,1
"4244",5,1,1
"4245",6,1,1
"4246",7,1,1
"4247",8,0,1
"4248",9,0,1
"4249",10,1,1
"4250",11,1,1
"4251",12,1,1
"4252",13,1,1
"4253",14,0,1
"4254",15,0,1
"4255",16,1,1
"4256",17,0,1
"4257",18,0,1
"4258",19,0,1
"4259",20,0,1
"4260",21,0,1
"4261",22,1,1
"4262",23,1,1
"4263",24,0,1
"4264",25,0,1
"4265",26,1,1
"4266",27,0,1
"4267",28,0,1
"4268",29,0,1
"4269",30,0,1
"4270",31,1,1
"4271",32,0,1
"4272",33,0,1
"4273",34,0,1
"4274",35,0,1
"4275",36,0,1
"4276",37,1,1
"4277",38,1,1
"4278",39,0,1
"4279",40,1,1
"4280",41,1,1
"4281",42,0,1
"4282",43,0,1
"4283",44,1,1
"4284",45,0,1
"4285",46,0,1
"4286",47,0,1
"4287",49,1,1
"4288",50,1,1
